"","share_issue","share","issue","lobbyist"
"Y0000041403L","0.0674917161110247-WAS",0.0674917161110247,"WAS","Y0000041403L"
"Y0000041404L","0.525032938076416-HCR",0.525032938076416,"HCR","Y0000041404L"
"Y0000041405L","0.25-TAX",0.25,"TAX","Y0000041405L"
"Y0000041408L","0.153145365075143-LBR",0.153145365075143,"LBR","Y0000041408L"
"Y0000041410L","1-HCR",1,"HCR","Y0000041410L"
"Y0000041411L","0.186272822566766-TAX",0.186272822566766,"TAX","Y0000041411L"
"Y0000041412L","0.125-TRD",0.125,"TRD","Y0000041412L"
"Y0000041414L","0.231678486997636-TOR",0.231678486997636,"TOR","Y0000041414L"
"Y0000041415L","0.48758865248227-BUD",0.48758865248227,"BUD","Y0000041415L"
"Y0000041416L","0.403441682600382-BUD",0.403441682600382,"BUD","Y0000041416L"
"Y0000041417L","1-BUD",1,"BUD","Y0000041417L"
"Y0000041418L","0.555261416280609-CPT",0.555261416280609,"CPT","Y0000041418L"
"Y0000041419L","0.905519986156775-HCR",0.905519986156775,"HCR","Y0000041419L"
"Y0000041420L","0.5-TAX",0.5,"TAX","Y0000041420L"
"Y0000041424L","1-INS",1,"INS","Y0000041424L"
"Y0000041424M","0.333333333333333-TAX",0.333333333333333,"TAX","Y0000041424M"
"Y0000041426L","0.202351654361498-DEF",0.202351654361498,"DEF","Y0000041426L"
"Y0000041427L","0.127407894991578-TAX",0.127407894991578,"TAX","Y0000041427L"
"Y0000041429L","0.288184438040346-ACC",0.288184438040346,"ACC","Y0000041429L"
"Y0000041430L","0.756521739130435-CPT",0.756521739130435,"CPT","Y0000041430L"
"Y0000041431L","0.335443037974684-ENG",0.335443037974684,"ENG","Y0000041431L"
"Y0000041432L","0.309136860381553-BUD",0.309136860381553,"BUD","Y0000041432L"
"Y0000041437L","0.278420968001286-HCR",0.278420968001286,"HCR","Y0000041437L"
"Y0000041439L","0.321637426900585-CAW",0.321637426900585,"CAW","Y0000041439L"
"Y0000041441L","NaN-WEL",NA,"WEL","Y0000041441L"
"Y0000041444L","0.5-FOR",0.5,"FOR","Y0000041444L"
"Y0000041448L","0.111111111111111-TRD",0.111111111111111,"TRD","Y0000041448L"
"Y0000041449L","0.357142857142857-CPI",0.357142857142857,"CPI","Y0000041449L"
"Y0000041453L","0.762270916170841-FIN",0.762270916170841,"FIN","Y0000041453L"
"Y0000041456L","0.258261933904529-BUD",0.258261933904529,"BUD","Y0000041456L"
"Y0000041461L","0.240281645881641-TAX",0.240281645881641,"TAX","Y0000041461L"
"Y0000041463L","0.420398009950249-HOM",0.420398009950249,"HOM","Y0000041463L"
"Y0000041464L","1-FUE",1,"FUE","Y0000041464L"
"Y0000041466L","0.188687976551671-COM",0.188687976551671,"COM","Y0000041466L"
"Y0000041467L","0.15125738600843-HCR",0.15125738600843,"HCR","Y0000041467L"
"Y0000041469L","0.0773983298255143-TRU",0.0773983298255143,"TRU","Y0000041469L"
"Y0000041477L","0.333333333333333-UTI",0.333333333333333,"UTI","Y0000041477L"
"Y0000041480L","0.277187706061861-MMM",0.277187706061861,"MMM","Y0000041480L"
"Y0000041481L","0.544097920858484-FIN",0.544097920858484,"FIN","Y0000041481L"
"Y0000041482L","0.320048995319613-FIN",0.320048995319613,"FIN","Y0000041482L"
"Y0000041483L","1-CAW",1,"CAW","Y0000041483L"
"Y0000041484L","1-HCR",1,"HCR","Y0000041484L"
"Y0000041488L","0.125-TRD",0.125,"TRD","Y0000041488L"
"Y0000041491L","1-DEF",1,"DEF","Y0000041491L"
"Y0000041496L","0.5-CAW",0.5,"CAW","Y0000041496L"
"Y0000041499L","0.101336898395722-TOR",0.101336898395722,"TOR","Y0000041499L"
"Y0000041500L","0.186103973117217-HCR",0.186103973117217,"HCR","Y0000041500L"
"Y0000041501L","0.464201183431953-FIN",0.464201183431953,"FIN","Y0000041501L"
"Y0000041505L","0.184329115973407-TAX",0.184329115973407,"TAX","Y0000041505L"
"Y0000041509L","1-FUE",1,"FUE","Y0000041509L"
"Y0000041510L","0.481282322519981-TEC",0.481282322519981,"TEC","Y0000041510L"
"Y0000041514L","0.697478974278405-TRA",0.697478974278405,"TRA","Y0000041514L"
"Y0000041515L","0.174434796854522-HCR",0.174434796854522,"HCR","Y0000041515L"
"Y0000041517L","0.891156462585034-HCR",0.891156462585034,"HCR","Y0000041517L"
"Y0000041518L","1-HCR",1,"HCR","Y0000041518L"
"Y0000041521L","0.125698324022346-TAX",0.125698324022346,"TAX","Y0000041521L"
"Y0000041523L","1-MMM",1,"MMM","Y0000041523L"
"Y0000041524L","0.105505203088285-TRF",0.105505203088285,"TRF","Y0000041524L"
"Y0000041525L","0.174339231105286-TAX",0.174339231105286,"TAX","Y0000041525L"
"Y0000041531L","1-LBR",1,"LBR","Y0000041531L"
"Y0000041532L","1-HCR",1,"HCR","Y0000041532L"
"Y0000041534L","0.333333333333333-TAX",0.333333333333333,"TAX","Y0000041534L"
"Y0000041537L","0.735294117647059-DEF",0.735294117647059,"DEF","Y0000041537L"
"Y0000041538L","0.8625-DEF",0.8625,"DEF","Y0000041538L"
"Y0000041539L","1-MIA",1,"MIA","Y0000041539L"
"Y0000041540L","0.285714285714286-ENG",0.285714285714286,"ENG","Y0000041540L"
"Y0000041542L","0.284517973856209-HCR",0.284517973856209,"HCR","Y0000041542L"
"Y0000041546L","1-PHA",1,"PHA","Y0000041546L"
"Y0000041554L","0.119019676086436-FIN",0.119019676086436,"FIN","Y0000041554L"
"Y0000041555L","1-TOR",1,"TOR","Y0000041555L"
"Y0000041564L","0.273049645390071-LAW",0.273049645390071,"LAW","Y0000041564L"
"Y0000041565L","1-MAR",1,"MAR","Y0000041565L"
"Y0000041566L","0.244444444444444-TEC",0.244444444444444,"TEC","Y0000041566L"
"Y0000041567L","0.5-TAX",0.5,"TAX","Y0000041567L"
"Y0000041568L","0.292037366548043-TAX",0.292037366548043,"TAX","Y0000041568L"
"Y0000041569L","0.228527855725941-TRA",0.228527855725941,"TRA","Y0000041569L"
"Y0000041571L","0.410774410774411-ENG",0.410774410774411,"ENG","Y0000041571L"
"Y0000041572L","0.421052631578947-CIV",0.421052631578947,"CIV","Y0000041572L"
"Y0000041572M","0.394927536231884-TAX",0.394927536231884,"TAX","Y0000041572M"
"Y0000041573L","0.34242183918431-TAX",0.34242183918431,"TAX","Y0000041573L"
"Y0000041574L","1-ENG",1,"ENG","Y0000041574L"
"Y0000041578L","0.571428571428571-ENG",0.571428571428571,"ENG","Y0000041578L"
"Y0000041580L","0.301879959174267-TRA",0.301879959174267,"TRA","Y0000041580L"
"Y0000041581L","0.46969696969697-TOU",0.46969696969697,"TOU","Y0000041581L"
"Y0000041586L","0.252735122123858-IND",0.252735122123858,"IND","Y0000041586L"
"Y0000041587L","1-MAN",1,"MAN","Y0000041587L"
"Y0000041590L","0.515738498789346-DEF",0.515738498789346,"DEF","Y0000041590L"
"Y0000041591L","0.0704247956783673-WAS",0.0704247956783673,"WAS","Y0000041591L"
"Y0000041594L","0.341880341880342-TRD",0.341880341880342,"TRD","Y0000041594L"
"Y0000041597L","0.308483290488432-AVI",0.308483290488432,"AVI","Y0000041597L"
"Y0000041597M","1-TEC",1,"TEC","Y0000041597M"
"Y0000041599L","0.117492734735558-TEC",0.117492734735558,"TEC","Y0000041599L"
"Y0000041599M","0.167885319715925-COM",0.167885319715925,"COM","Y0000041599M"
"Y0000041600L","0.688876197728282-TAX",0.688876197728282,"TAX","Y0000041600L"
"Y0000041607L","0.249836440955185-BUD",0.249836440955185,"BUD","Y0000041607L"
"Y0000041612L","0.272602111060119-FIN",0.272602111060119,"FIN","Y0000041612L"
"Y0000041614L","0.119249741883676-MMM",0.119249741883676,"MMM","Y0000041614L"
"Y0000041616L","1-FIN",1,"FIN","Y0000041616L"
"Y0000041622L","0.295736659821016-ENG",0.295736659821016,"ENG","Y0000041622L"
"Y0000041623L","0.281208873848468-ENG",0.281208873848468,"ENG","Y0000041623L"
"Y0000041629L","0.42997542997543-GOV",0.42997542997543,"GOV","Y0000041629L"
"Y0000041632L","1-WAS",1,"WAS","Y0000041632L"
"Y0000041635L","0.683333333333333-ADV",0.683333333333333,"ADV","Y0000041635L"
"Y0000041638L","0.215020576131687-ENG",0.215020576131687,"ENG","Y0000041638L"
"Y0000041639L","0.0821377412159535-TRD",0.0821377412159535,"TRD","Y0000041639L"
"Y0000041643L","0.812937062937063-IND",0.812937062937063,"IND","Y0000041643L"
"Y0000041644L","0.170246839819578-TAX",0.170246839819578,"TAX","Y0000041644L"
"Y0000041648L","1-COM",1,"COM","Y0000041648L"
"Y0000041649L","NaN-WEL",NA,"WEL","Y0000041649L"
"Y0000041650L","1-TOB",1,"TOB","Y0000041650L"
"Y0000041651L","0.697861594670105-INS",0.697861594670105,"INS","Y0000041651L"
"Y0000041656L","0.25-HOM",0.25,"HOM","Y0000041656L"
"Y0000041658L","0.52280701754386-TAX",0.52280701754386,"TAX","Y0000041658L"
"Y0000041659L","0.4-HOU",0.4,"HOU","Y0000041659L"
"Y0000041661L","0.25-TRA",0.25,"TRA","Y0000041661L"
"Y0000041666L","0.229166666666667-TRA",0.229166666666667,"TRA","Y0000041666L"
"Y0000041671L","0.6-HCR",0.6,"HCR","Y0000041671L"
"Y0000041676L","0.172699566643716-ENG",0.172699566643716,"ENG","Y0000041676L"
"Y0000041677L","0.195-DEF",0.195,"DEF","Y0000041677L"
"Y0000041679L","1-ENV",1,"ENV","Y0000041679L"
"Y0000041680L","1-GOV",1,"GOV","Y0000041680L"
"Y0000041681L","0.2-TRD",0.2,"TRD","Y0000041681L"
"Y0000041683L","0.551724137931034-FIN",0.551724137931034,"FIN","Y0000041683L"
"Y0000041685L","0.473214285714286-TEC",0.473214285714286,"TEC","Y0000041685L"
"Y0000041687L","0.554819352419052-ENG",0.554819352419052,"ENG","Y0000041687L"
"Y0000041689L","0.81390134529148-DEF",0.81390134529148,"DEF","Y0000041689L"
"Y0000041690L","0.505263157894737-MMM",0.505263157894737,"MMM","Y0000041690L"
"Y0000041691L","0.333333333333333-RET",0.333333333333333,"RET","Y0000041691L"
"Y0000041693L","0.353217798978412-BUD",0.353217798978412,"BUD","Y0000041693L"
"Y0000041695L","0.238095238095238-TEC",0.238095238095238,"TEC","Y0000041695L"
"Y0000041698L","0.234208066239316-HCR",0.234208066239316,"HCR","Y0000041698L"
"Y0000041699L","0.380691200754895-HCR",0.380691200754895,"HCR","Y0000041699L"
"Y0000041701L","0.5-ECN",0.5,"ECN","Y0000041701L"
"Y0000041702L","0.0882419055803554-UTI",0.0882419055803554,"UTI","Y0000041702L"
"Y0000041705L","1-AGR",1,"AGR","Y0000041705L"
"Y0000041706L","0.236455981941309-TRD",0.236455981941309,"TRD","Y0000041706L"
"Y0000041709L","0.137464542875846-ENG",0.137464542875846,"ENG","Y0000041709L"
"Y0000041710L","0.273640661938534-TEC",0.273640661938534,"TEC","Y0000041710L"
"Y0000041711L","0.34454206655629-TAX",0.34454206655629,"TAX","Y0000041711L"
"Y0000041713L","1-IND",1,"IND","Y0000041713L"
"Y0000041714L","0.5-TEC",0.5,"TEC","Y0000041714L"
"Y0000041715L","1-ENG",1,"ENG","Y0000041715L"
"Y0000041719L","0.166666666666667-TRD",0.166666666666667,"TRD","Y0000041719L"
"Y0000041729L","0.318307189005694-BUD",0.318307189005694,"BUD","Y0000041729L"
"Y0000041730L","0.379581151832461-BUD",0.379581151832461,"BUD","Y0000041730L"
"Y0000041731L","0.306850871896864-GOV",0.306850871896864,"GOV","Y0000041731L"
"Y0000041732L","0.315972222222222-DEF",0.315972222222222,"DEF","Y0000041732L"
"Y0000041734L","0.595394736842105-IND",0.595394736842105,"IND","Y0000041734L"
"Y0000041736L","0.140873015873016-TEC",0.140873015873016,"TEC","Y0000041736L"
"Y0000041741L","0.169616519174041-BUD",0.169616519174041,"BUD","Y0000041741L"
"Y0000041742L","0.16069984986719-TRD",0.16069984986719,"TRD","Y0000041742L"
"Y0000041743L","0.176445578231293-HCR",0.176445578231293,"HCR","Y0000041743L"
"Y0000041744L","0.5-TRD",0.5,"TRD","Y0000041744L"
"Y0000041745L","0.0722849554816768-TRA",0.0722849554816768,"TRA","Y0000041745L"
"Y0000041746L","0.329533629266184-TAX",0.329533629266184,"TAX","Y0000041746L"
"Y0000041749L","NaN-WEL",NA,"WEL","Y0000041749L"
"Y0000041750L","0.0701199476940125-TRA",0.0701199476940125,"TRA","Y0000041750L"
"Y0000041753L","0.449836423118866-BUD",0.449836423118866,"BUD","Y0000041753L"
"Y0000041754L","0.401960784313726-BUD",0.401960784313726,"BUD","Y0000041754L"
"Y0000041755L","0.110890703999474-UTI",0.110890703999474,"UTI","Y0000041755L"
"Y0000041757L","0.119533179021706-TAX",0.119533179021706,"TAX","Y0000041757L"
"Y0000041759L","0.143590449156143-HCR",0.143590449156143,"HCR","Y0000041759L"
"Y0000041760L","0.459577567370721-BAN",0.459577567370721,"BAN","Y0000041760L"
"Y0000041764L","0.115103237212614-TRA",0.115103237212614,"TRA","Y0000041764L"
"Y0000041767L","0.146933333333333-GOV",0.146933333333333,"GOV","Y0000041767L"
"Y0000041768L","1-CPT",1,"CPT","Y0000041768L"
"Y0000041774L","0.416808816606485-ENG",0.416808816606485,"ENG","Y0000041774L"
"Y0000041776L","0.0961271937625993-TRD",0.0961271937625993,"TRD","Y0000041776L"
"Y0000041780L","0.412280701754386-TAX",0.412280701754386,"TAX","Y0000041780L"
"Y0000041782L","0.79700272479564-FIN",0.79700272479564,"FIN","Y0000041782L"
"Y0000041785L","0.882352941176471-TRA",0.882352941176471,"TRA","Y0000041785L"
"Y0000041788L","0.260599415204678-TAX",0.260599415204678,"TAX","Y0000041788L"
"Y0000041790L","0.439119870410367-FIN",0.439119870410367,"FIN","Y0000041790L"
"Y0000041792L","0.117451446136649-TEC",0.117451446136649,"TEC","Y0000041792L"
"Y0000041798L","0.333333333333333-TAX",0.333333333333333,"TAX","Y0000041798L"
"Y0000041800L","0.111111111111111-TOB",0.111111111111111,"TOB","Y0000041800L"
"Y0000041802L","0.132791327913279-TAX",0.132791327913279,"TAX","Y0000041802L"
"Y0000041803L","0.828115408225906-TAX",0.828115408225906,"TAX","Y0000041803L"
"Y0000041806L","0.22511581733951-TAX",0.22511581733951,"TAX","Y0000041806L"
"Y0000041813L","0.272011060721716-TAX",0.272011060721716,"TAX","Y0000041813L"
"Y0000041817L","0.28118609406953-HOU",0.28118609406953,"HOU","Y0000041817L"
"Y0000041820L","0.409090909090909-BAN",0.409090909090909,"BAN","Y0000041820L"
"Y0000041821L","0.155603002070393-TOU",0.155603002070393,"TOU","Y0000041821L"
"Y0000041823L","0.25-TRD",0.25,"TRD","Y0000041823L"
"Y0000041827L","0.693965517241379-BUD",0.693965517241379,"BUD","Y0000041827L"
"Y0000041829L","0.666666666666667-CPI",0.666666666666667,"CPI","Y0000041829L"
"Y0000041830L","0.232404465873622-TRA",0.232404465873622,"TRA","Y0000041830L"
"Y0000041832L","0.403812358276644-AGR",0.403812358276644,"AGR","Y0000041832L"
"Y0000041833L","0.0833333333333333-VET",0.0833333333333333,"VET","Y0000041833L"
"Y0000041835L","0.054204077155706-TRD",0.054204077155706,"TRD","Y0000041835L"
"Y0000041836L","1-BUD",1,"BUD","Y0000041836L"
"Y0000041837L","0.0994439415492047-RET",0.0994439415492047,"RET","Y0000041837L"
"Y0000041841L","0.21264299390786-TAX",0.21264299390786,"TAX","Y0000041841L"
"Y0000041842L","0.367436453238476-CAW",0.367436453238476,"CAW","Y0000041842L"
"Y0000041843L","0.291780821917808-TAX",0.291780821917808,"TAX","Y0000041843L"
"Y0000041844L","0.444444444444444-DEF",0.444444444444444,"DEF","Y0000041844L"
"Y0000041846L","0.579356270810211-CPT",0.579356270810211,"CPT","Y0000041846L"
"Y0000041848L","0.25-TOB",0.25,"TOB","Y0000041848L"
"Y0000041849L","0.0629913373585851-VET",0.0629913373585851,"VET","Y0000041849L"
"Y0000041850L","0.26547316640458-TRA",0.26547316640458,"TRA","Y0000041850L"
"Y0000041853L","1-LAW",1,"LAW","Y0000041853L"
"Y0000041854L","0.457058885720227-TAX",0.457058885720227,"TAX","Y0000041854L"
"Y0000041856L","0.25-TEC",0.25,"TEC","Y0000041856L"
"Y0000041858L","0.358483666504144-COM",0.358483666504144,"COM","Y0000041858L"
"Y0000041860L","0.480519480519481-IMM",0.480519480519481,"IMM","Y0000041860L"
"Y0000041862L","0.205793337600985-TAX",0.205793337600985,"TAX","Y0000041862L"
"Y0000041863L","0.682994843919753-DEF",0.682994843919753,"DEF","Y0000041863L"
"Y0000041865L","0.25253312548714-ENV",0.25253312548714,"ENV","Y0000041865L"
"Y0000041867L","0.923076923076923-HCR",0.923076923076923,"HCR","Y0000041867L"
"Y0000041868L","0.120667089322093-TRA",0.120667089322093,"TRA","Y0000041868L"
"Y0000041872L","1-EDU",1,"EDU","Y0000041872L"
"Y0000041873L","0.727272727272727-APP",0.727272727272727,"APP","Y0000041873L"
"Y0000041874L","0.192204301075269-TAX",0.192204301075269,"TAX","Y0000041874L"
"Y0000041876L","0.0966698069406895-TOR",0.0966698069406895,"TOR","Y0000041876L"
"Y0000041880L","0.939393939393939-FIN",0.939393939393939,"FIN","Y0000041880L"
"Y0000041883L","0.5-CPT",0.5,"CPT","Y0000041883L"
"Y0000041884L","0.6843023349142-TEC",0.6843023349142,"TEC","Y0000041884L"
"Y0000041885L","0.789473684210526-TAX",0.789473684210526,"TAX","Y0000041885L"
"Y0000041889L","0.5-FOR",0.5,"FOR","Y0000041889L"
"Y0000041892L","0.149394729336225-TAX",0.149394729336225,"TAX","Y0000041892L"
"Y0000041899L","0.363182477049444-BUD",0.363182477049444,"BUD","Y0000041899L"
"Y0000041900L","0.470967741935484-ENG",0.470967741935484,"ENG","Y0000041900L"
"Y0000041901L","0.22964224310045-PHA",0.22964224310045,"PHA","Y0000041901L"
"Y0000041902L","0.0674917161110247-WAS",0.0674917161110247,"WAS","Y0000041902L"
"Y0000041903L","1-AGR",1,"AGR","Y0000041903L"
"Y0000041904L","0.158157800785434-TRA",0.158157800785434,"TRA","Y0000041904L"
"Y0000041907L","0.2-TAX",0.2,"TAX","Y0000041907L"
"Y0000041908L","0.578947368421053-HOU",0.578947368421053,"HOU","Y0000041908L"
"Y0000041909L","0.200778388278388-TAX",0.200778388278388,"TAX","Y0000041909L"
"Y0000041910L","0.322916666666667-HOU",0.322916666666667,"HOU","Y0000041910L"
"Y0000041912L","0.388235294117647-BAN",0.388235294117647,"BAN","Y0000041912L"
"Y0000041913L","0.185045185957595-HCR",0.185045185957595,"HCR","Y0000041913L"
"Y0000041915L","0.356647138350608-DEF",0.356647138350608,"DEF","Y0000041915L"
"Y0000041916L","1-IND",1,"IND","Y0000041916L"
"Y0000041922L","0.225616128279445-TAX",0.225616128279445,"TAX","Y0000041922L"
"Y0000041923L","0.241379310344828-TAX",0.241379310344828,"TAX","Y0000041923L"
"Y0000041925L","0.251861027165768-BUD",0.251861027165768,"BUD","Y0000041925L"
"Y0000041927L","0.269423558897243-DEF",0.269423558897243,"DEF","Y0000041927L"
"Y0000041928L","0.43408843307412-TAX",0.43408843307412,"TAX","Y0000041928L"
"Y0000041930L","0.480659409020218-FIN",0.480659409020218,"FIN","Y0000041930L"
"Y0000041931L","0.686274509803922-DEF",0.686274509803922,"DEF","Y0000041931L"
"Y0000041932L","0.231678486997636-TOR",0.231678486997636,"TOR","Y0000041932L"
"Y0000041935L","0.112365820903203-LAW",0.112365820903203,"LAW","Y0000041935L"
"Y0000041937L","0.426829268292683-CIV",0.426829268292683,"CIV","Y0000041937L"
"Y0000041939L","0.763816925734024-BUD",0.763816925734024,"BUD","Y0000041939L"
"Y0000041943L","1-LBR",1,"LBR","Y0000041943L"
"Y0000041944L","0.104384849304782-WAS",0.104384849304782,"WAS","Y0000041944L"
"Y0000041947L","0.621212121212121-TRU",0.621212121212121,"TRU","Y0000041947L"
"Y0000041948L","1-DEF",1,"DEF","Y0000041948L"
"Y0000041949L","0.0777649881922789-TAX",0.0777649881922789,"TAX","Y0000041949L"
"Y0000041956L","0.254596759512106-FIN",0.254596759512106,"FIN","Y0000041956L"
"Y0000041957L","0.5-IND",0.5,"IND","Y0000041957L"
"Y0000041958L","0.609032462057336-ENV",0.609032462057336,"ENV","Y0000041958L"
"Y0000041959L","0.580645161290323-FUE",0.580645161290323,"FUE","Y0000041959L"
"Y0000041960L","0.666666666666667-ECN",0.666666666666667,"ECN","Y0000041960L"
"Y0000041962L","1-MMM",1,"MMM","Y0000041962L"
"Y0000041964L","0.474809454553959-ENG",0.474809454553959,"ENG","Y0000041964L"
"Y0000041965L","0.232429441062535-BAN",0.232429441062535,"BAN","Y0000041965L"
"Y0000041968L","0.471014492753623-HCR",0.471014492753623,"HCR","Y0000041968L"
"Y0000041972L","1-TRD",1,"TRD","Y0000041972L"
"Y0000041973L","0.177818181818182-ENG",0.177818181818182,"ENG","Y0000041973L"
"Y0000041975L","0.299454543548926-BAN",0.299454543548926,"BAN","Y0000041975L"
"Y0000041977L","1-BUD",1,"BUD","Y0000041977L"
"Y0000041979L","0.934793407732079-BUD",0.934793407732079,"BUD","Y0000041979L"
"Y0000041981L","0.25-TEC",0.25,"TEC","Y0000041981L"
"Y0000041984L","0.3-ENG",0.3,"ENG","Y0000041984L"
"Y0000041986L","0.25-VET",0.25,"VET","Y0000041986L"
"Y0000041987L","0.192302106027596-TRD",0.192302106027596,"TRD","Y0000041987L"
"Y0000041988L","0.466666666666667-IMM",0.466666666666667,"IMM","Y0000041988L"
"Y0000041989L","0.636897001303781-HCR",0.636897001303781,"HCR","Y0000041989L"
"Y0000041990L","0.282091097308489-DEF",0.282091097308489,"DEF","Y0000041990L"
"Y0000041991L","0.589041095890411-VET",0.589041095890411,"VET","Y0000041991L"
"Y0000041992L","0.97793546122408-BUD",0.97793546122408,"BUD","Y0000041992L"
"Y0000041995L","0.125-TRD",0.125,"TRD","Y0000041995L"
"Y0000041996L","0.492550838197276-TEC",0.492550838197276,"TEC","Y0000041996L"
"Y0000041997L","0.142857142857143-TRA",0.142857142857143,"TRA","Y0000041997L"
"Y0000041999L","0.529411764705882-FIN",0.529411764705882,"FIN","Y0000041999L"
"Y0000042000L","1-DEF",1,"DEF","Y0000042000L"
"Y0000042002L","1-HCR",1,"HCR","Y0000042002L"
"Y0000042006L","0.323088316978337-CSP",0.323088316978337,"CSP","Y0000042006L"
"Y0000042008L","0.177489177489177-BUD",0.177489177489177,"BUD","Y0000042008L"
"Y0000042012L","0.217617617617618-FOO",0.217617617617618,"FOO","Y0000042012L"
"Y0000042016L","0.5-TAX",0.5,"TAX","Y0000042016L"
"Y0000042017L","0.490588904553437-BUD",0.490588904553437,"BUD","Y0000042017L"
"Y0000042018L","0.5-CPI",0.5,"CPI","Y0000042018L"
"Y0000042020L","0.356589147286822-DEF",0.356589147286822,"DEF","Y0000042020L"
"Y0000042022L","0.833333333333333-BUD",0.833333333333333,"BUD","Y0000042022L"
"Y0000042023L","1-INS",1,"INS","Y0000042023L"
"Y0000042025L","0.500397212214383-MMM",0.500397212214383,"MMM","Y0000042025L"
"Y0000042026L","0.888888888888889-HCR",0.888888888888889,"HCR","Y0000042026L"
"Y0000042027L","0.409364422715306-HCR",0.409364422715306,"HCR","Y0000042027L"
"Y0000042029L","1-MAR",1,"MAR","Y0000042029L"
"Y0000042030L","0.232126276694522-BUD",0.232126276694522,"BUD","Y0000042030L"
"Y0000042032L","0.776412776412776-DEF",0.776412776412776,"DEF","Y0000042032L"
"Y0000042035L","0.304347826086957-TAX",0.304347826086957,"TAX","Y0000042035L"
"Y0000042037L","0.0256253363306848-TRU",0.0256253363306848,"TRU","Y0000042037L"
"Y0000042039L","0.5-INS",0.5,"INS","Y0000042039L"
"Y0000042041L","0.116936947839768-HCR",0.116936947839768,"HCR","Y0000042041L"
"Y0000042045L","0.616984126984127-BUD",0.616984126984127,"BUD","Y0000042045L"
"Y0000042046L","0.323277619241745-ENG",0.323277619241745,"ENG","Y0000042046L"
"Y0000042047L","0.115103237212614-TRA",0.115103237212614,"TRA","Y0000042047L"
"Y0000042053L","0.383852525959631-COM",0.383852525959631,"COM","Y0000042053L"
"Y0000042055L","0.195867583320879-TAX",0.195867583320879,"TAX","Y0000042055L"
"Y0000042060L","0.400383121599006-BUD",0.400383121599006,"BUD","Y0000042060L"
"Y0000042064L","0.125-TRD",0.125,"TRD","Y0000042064L"
"Y0000042065L","0.573148773351339-MMM",0.573148773351339,"MMM","Y0000042065L"
"Y0000042066L","0.336501807573194-DEF",0.336501807573194,"DEF","Y0000042066L"
"Y0000042068L","0.490384615384615-EDU",0.490384615384615,"EDU","Y0000042068L"
"Y0000042070L","1-BUD",1,"BUD","Y0000042070L"
"Y0000042073L","0.15-BUD",0.15,"BUD","Y0000042073L"
"Y0000042075L","0.63979057591623-BUD",0.63979057591623,"BUD","Y0000042075L"
"Y0000042075M","0.075764107990881-TRD",0.075764107990881,"TRD","Y0000042075M"
"Y0000042077L","NaN-WEL",NA,"WEL","Y0000042077L"
"Y0000042078L","0.487050178349116-AVI",0.487050178349116,"AVI","Y0000042078L"
"Y0000042080L","NaN-WEL",NA,"WEL","Y0000042080L"
"Y0000042083L","0.4-ENV",0.4,"ENV","Y0000042083L"
"Y0000042085L","0.835488505747126-DEF",0.835488505747126,"DEF","Y0000042085L"
"Y0000042086L","0.0911896745230079-TAX",0.0911896745230079,"TAX","Y0000042086L"
"Y0000042088L","0.378234312298022-BUD",0.378234312298022,"BUD","Y0000042088L"
"Y0000042090L","0.185017617265237-TRA",0.185017617265237,"TRA","Y0000042090L"
"Y0000042091L","0.5-HCR",0.5,"HCR","Y0000042091L"
"Y0000042092L","0.212758448423204-FIN",0.212758448423204,"FIN","Y0000042092L"
"Y0000042096L","0.139285714285714-TRD",0.139285714285714,"TRD","Y0000042096L"
"Y0000042097L","0.42280701754386-BUD",0.42280701754386,"BUD","Y0000042097L"
"Y0000042099L","0.835051546391753-TAX",0.835051546391753,"TAX","Y0000042099L"
"Y0000042101L","0.5-HCR",0.5,"HCR","Y0000042101L"
